Assay_Type	AvgSpotLen	BioProject	BioSample	DATASTORE_filetype	Experiment	LibrarySelection	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySource	Organism	Platform	ReleaseDate	source_name	tissue
ATAC-seq	152	PRJNA379613	SAMN06615580	sra unknown_contigs	SRX2651992	other	2017-03-17	59	22	SRR5355767	SRS2057184	SRP102089	GSM2542700	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615576	sra unknown_contigs	SRX2651996	other	2017-03-17	34	12	SRR5355771	SRS2057185	SRP102089	GSM2542704	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615577	sra unknown_contigs	SRX2651995	other	2017-03-17	42	17	SRR5355770	SRS2057186	SRP102089	GSM2542703	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615578	sra unknown_contigs	SRX2651994	other	2017-03-17	65	24	SRR5355769	SRS2057187	SRP102089	GSM2542702	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615575	sra unknown_contigs	SRX2651997	other	2017-03-17	50	17	SRR5355772	SRS2057188	SRP102089	GSM2542705	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615574	sra unknown_contigs	SRX2651998	other	2017-03-17	54	19	SRR5355773	SRS2057189	SRP102089	GSM2542706	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615579	sra	SRX2651993	other	2017-03-17	54	18	SRR5355768	SRS2057190	SRP102089	GSM2542701	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615573	sra unknown_contigs	SRX2651999	other	2017-03-17	70	28	SRR5355774	SRS2057191	SRP102089	GSM2542707	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615572	sra unknown_contigs	SRX2652000	other	2017-03-17	65	25	SRR5355775	SRS2057192	SRP102089	GSM2542708	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615571	sra unknown_contigs	SRX2652001	other	2017-03-17	79	32	SRR5355776	SRS2057193	SRP102089	GSM2542709	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615537	sra unknown_contigs	SRX2652005	other	2017-03-17	44	18	SRR5355780	SRS2057194	SRP102089	GSM2542713	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615570	sra unknown_contigs	SRX2652002	other	2017-03-17	189	76	SRR5355777	SRS2057195	SRP102089	GSM2542710	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615535	sra unknown_contigs	SRX2652007	other	2017-03-17	101	40	SRR5355782	SRS2057196	SRP102089	GSM2542715	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615534	sra unknown_contigs	SRX2652008	other	2017-03-17	60	23	SRR5355783	SRS2057197	SRP102089	GSM2542716	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615539	sra unknown_contigs	SRX2652003	other	2017-03-17	62	23	SRR5355778	SRS2057198	SRP102089	GSM2542711	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615538	sra unknown_contigs	SRX2652004	other	2017-03-17	49	19	SRR5355779	SRS2057199	SRP102089	GSM2542712	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615536	sra unknown_contigs	SRX2652006	other	2017-03-17	137	54	SRR5355781	SRS2057200	SRP102089	GSM2542714	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615532	sra unknown_contigs	SRX2652010	other	2017-03-17	32	12	SRR5355785	SRS2057201	SRP102089	GSM2542718	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615533	sra	SRX2652009	other	2017-03-17	51	18	SRR5355784	SRS2057202	SRP102089	GSM2542717	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615531	sra	SRX2652011	other	2017-03-17	0	0	SRR5355786	SRS2057203	SRP102089	GSM2542719	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615530	sra unknown_contigs	SRX2652012	other	2017-03-17	47	18	SRR5355787	SRS2057204	SRP102089	GSM2542720	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615529	sra unknown_contigs	SRX2652013	other	2017-03-17	50	20	SRR5355788	SRS2057205	SRP102089	GSM2542721	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615527	sra unknown_contigs	SRX2652015	other	2017-03-17	14	6	SRR5355790	SRS2057206	SRP102089	GSM2542723	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615528	sra unknown_contigs	SRX2652014	other	2017-03-17	57	21	SRR5355789	SRS2057207	SRP102089	GSM2542722	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615526	sra unknown_contigs	SRX2652016	other	2017-03-17	42	17	SRR5355791	SRS2057208	SRP102089	GSM2542724	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615525	sra unknown_contigs	SRX2652017	other	2017-03-17	46	19	SRR5355792	SRS2057209	SRP102089	GSM2542725	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615523	sra	SRX2652019	other	2017-03-17	46	17	SRR5355794	SRS2057210	SRP102089	GSM2542727	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615524	sra unknown_contigs	SRX2652018	other	2017-03-17	53	19	SRR5355793	SRS2057211	SRP102089	GSM2542726	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615522	sra unknown_contigs	SRX2652020	other	2017-03-17	47	18	SRR5355795	SRS2057212	SRP102089	GSM2542728	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615521	sra unknown_contigs	SRX2652021	other	2017-03-17	32	11	SRR5355796	SRS2057213	SRP102089	GSM2542729	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615519	sra unknown_contigs	SRX2652023	other	2017-03-17	37	15	SRR5355798	SRS2057214	SRP102089	GSM2542731	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615515	sra unknown_contigs	SRX2652027	other	2017-03-17	31	12	SRR5355802	SRS2057215	SRP102089	GSM2542735	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615520	sra unknown_contigs	SRX2652022	other	2017-03-17	55	22	SRR5355797	SRS2057216	SRP102089	GSM2542730	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615517	sra unknown_contigs	SRX2652025	other	2017-03-17	67	27	SRR5355800	SRS2057217	SRP102089	GSM2542733	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615518	sra unknown_contigs	SRX2652024	other	2017-03-17	33	12	SRR5355799	SRS2057218	SRP102089	GSM2542732	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615514	sra unknown_contigs	SRX2652028	other	2017-03-17	52	21	SRR5355803	SRS2057219	SRP102089	GSM2542736	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615512	sra unknown_contigs	SRX2652030	other	2017-03-17	49	18	SRR5355805	SRS2057220	SRP102089	GSM2542738	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615516	sra unknown_contigs	SRX2652026	other	2017-03-17	47	17	SRR5355801	SRS2057221	SRP102089	GSM2542734	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615513	sra unknown_contigs	SRX2652029	other	2017-03-17	32	13	SRR5355804	SRS2057222	SRP102089	GSM2542737	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615510	sra unknown_contigs	SRX2652032	other	2017-03-17	55	21	SRR5355807	SRS2057223	SRP102089	GSM2542740	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615511	sra unknown_contigs	SRX2652031	other	2017-03-17	49	19	SRR5355806	SRS2057224	SRP102089	GSM2542739	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615718	sra unknown_contigs	SRX2652033	other	2017-03-17	82	31	SRR5355808	SRS2057225	SRP102089	GSM2542741	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615717	sra unknown_contigs	SRX2652034	other	2017-03-17	66	26	SRR5355809	SRS2057226	SRP102089	GSM2542742	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615715	sra unknown_contigs	SRX2652036	other	2017-03-17	51	19	SRR5355811	SRS2057227	SRP102089	GSM2542744	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615716	sra unknown_contigs	SRX2652035	other	2017-03-17	64	26	SRR5355810	SRS2057228	SRP102089	GSM2542743	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615714	sra unknown_contigs	SRX2652037	other	2017-03-17	44	18	SRR5355812	SRS2057229	SRP102089	GSM2542745	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615712	sra unknown_contigs	SRX2652039	other	2017-03-17	48	17	SRR5355814	SRS2057230	SRP102089	GSM2542747	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615713	sra unknown_contigs	SRX2652038	other	2017-03-17	56	21	SRR5355813	SRS2057231	SRP102089	GSM2542746	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615711	sra unknown_contigs	SRX2652040	other	2017-03-17	44	18	SRR5355815	SRS2057232	SRP102089	GSM2542748	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615710	sra unknown_contigs	SRX2652041	other	2017-03-17	50	21	SRR5355816	SRS2057233	SRP102089	GSM2542749	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615709	sra unknown_contigs	SRX2652042	other	2017-03-17	51	18	SRR5355817	SRS2057234	SRP102089	GSM2542750	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615707	sra unknown_contigs	SRX2652044	other	2017-03-17	55	21	SRR5355819	SRS2057235	SRP102089	GSM2542752	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615708	sra unknown_contigs	SRX2652043	other	2017-03-17	38	13	SRR5355818	SRS2057236	SRP102089	GSM2542751	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615706	sra unknown_contigs	SRX2652045	other	2017-03-17	101	39	SRR5355820	SRS2057237	SRP102089	GSM2542753	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615705	sra unknown_contigs	SRX2652046	other	2017-03-17	33	12	SRR5355821	SRS2057238	SRP102089	GSM2542754	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615704	sra unknown_contigs	SRX2652047	other	2017-03-17	60	24	SRR5355822	SRS2057239	SRP102089	GSM2542755	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615703	sra unknown_contigs	SRX2652048	other	2017-03-17	58	22	SRR5355823	SRS2057240	SRP102089	GSM2542756	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615702	sra unknown_contigs	SRX2652049	other	2017-03-17	64	26	SRR5355824	SRS2057241	SRP102089	GSM2542757	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615700	sra unknown_contigs	SRX2652051	other	2017-03-17	59	22	SRR5355826	SRS2057242	SRP102089	GSM2542759	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615701	sra unknown_contigs	SRX2652050	other	2017-03-17	52	19	SRR5355825	SRS2057243	SRP102089	GSM2542758	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615698	sra unknown_contigs	SRX2652053	other	2017-03-17	32	13	SRR5355828	SRS2057244	SRP102089	GSM2542761	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615697	sra unknown_contigs	SRX2652054	other	2017-03-17	39	13	SRR5355829	SRS2057245	SRP102089	GSM2542762	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615696	sra unknown_contigs	SRX2652055	other	2017-03-17	320	129	SRR5355830	SRS2057246	SRP102089	GSM2542763	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615699	sra unknown_contigs	SRX2652052	other	2017-03-17	62	25	SRR5355827	SRS2057248	SRP102089	GSM2542760	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615695	sra unknown_contigs	SRX2652056	other	2017-03-17	242	97	SRR5355831	SRS2057247	SRP102089	GSM2542764	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615693	sra unknown_contigs	SRX2652058	other	2017-03-17	57	22	SRR5355833	SRS2057249	SRP102089	GSM2542766	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615694	sra unknown_contigs	SRX2652057	other	2017-03-17	58	21	SRR5355832	SRS2057250	SRP102089	GSM2542765	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615692	sra unknown_contigs	SRX2652059	other	2017-03-17	36	14	SRR5355834	SRS2057251	SRP102089	GSM2542767	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615690	sra unknown_contigs	SRX2652061	other	2017-03-17	69	28	SRR5355836	SRS2057252	SRP102089	GSM2542769	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615691	sra unknown_contigs	SRX2652060	other	2017-03-17	49	18	SRR5355835	SRS2057253	SRP102089	GSM2542768	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615689	sra unknown_contigs	SRX2652062	other	2017-03-17	90	35	SRR5355837	SRS2057254	SRP102089	GSM2542770	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615627	sra unknown_contigs	SRX2652063	other	2017-03-17	34	11	SRR5355838	SRS2057255	SRP102089	GSM2542771	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615626	sra unknown_contigs	SRX2652064	other	2017-03-17	58	23	SRR5355839	SRS2057256	SRP102089	GSM2542772	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615623	sra unknown_contigs	SRX2652067	other	2017-03-17	46	17	SRR5355842	SRS2057257	SRP102089	GSM2542775	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615624	sra unknown_contigs	SRX2652066	other	2017-03-17	57	21	SRR5355841	SRS2057258	SRP102089	GSM2542774	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615622	sra unknown_contigs	SRX2652068	other	2017-03-17	65	25	SRR5355843	SRS2057259	SRP102089	GSM2542776	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615620	sra unknown_contigs	SRX2652071	other	2017-03-17	32	13	SRR5355846	SRS2057260	SRP102089	GSM2542779	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615625	sra unknown_contigs	SRX2652065	other	2017-03-17	82	33	SRR5355840	SRS2057261	SRP102089	GSM2542773	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615621	sra unknown_contigs	SRX2652070	other	2017-03-17	68	27	SRR5355845	SRS2057262	SRP102089	GSM2542778	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615619	sra unknown_contigs	SRX2652072	other	2017-03-17	33	12	SRR5355847	SRS2057263	SRP102089	GSM2542780	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615616	sra unknown_contigs	SRX2652069	other	2017-03-17	69	26	SRR5355844	SRS2057264	SRP102089	GSM2542777	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615618	sra unknown_contigs	SRX2652073	other	2017-03-17	46	19	SRR5355848	SRS2057265	SRP102089	GSM2542781	UNK	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
